ID,Letter,Headerword,Part of Speech,IPA Prnounciation,Phonetic Pronunciation,Definition in Mandinka,Translation and Sentences,English Translation,Mandinka Sentence,Sentence IPA Pronouncation,Sentence Phonetic Pronounciation,Sentence English Translation,Source,Country
80,B,baabu,v,/baːbu/,b-ah-ahb-o-oh,,"to cut hair, this is only for the head. Usmaan ye n baabu kunun. Usmaan gave me a hair cut yesterday.","to cut hair, this is only for the head",Usmaan ye n baabu kunun,/usmaːn je n baːbu kunun/,o-ohsm-ah-ahn y-eh n b-ah-ahb-o-oh k-o-ohn-o-ohn,Usmaan gave me a hair cut yesterday.,PC,Gambia
81,B,baabuloo,n,/baːbuloː/,b-ah-ahb-o-ohl-oh-oh,,tributary. A be demoo la baabuloo to. He's fishing in the wil 2,tributary,A be demoo la baabuloo to,/a be demoː la baːbuloː to/,ah b-eh d-ehm-oh-oh l-ah b-ah-ahb-o-ohl-oh-oh t-oh,He's fishing in the wil 2,PC,Gambia
82,B,baabuwayaa,n,/baːbuwajaː/,b-ah-ahb-o-ohw-ahy-ah-ah,,barbed wire. Ala naakoo be sansandin baabuwayaa la. His garden is fenced with barbed wire.,barbed wire,Ala naakoo be sansandin baabuwayaa la,/ala naːkoː be sansandin baːbuwajaː la/,ahl-ah n-ah-ahk-oh-oh b-eh s-ahns-ahnd-ehhn b-ah-ahb-o-ohw-ahy-ah-ah l-ah,His garden is fenced with barbed wire.,PC,Gambia
83,B,baadaa,n,/baːdaː/,b-ah-ahd-ah-ah,,"beach, seaside. Kulujolu be baadaa to. The boats are at the beach.","beach, seaside",Kulujolu be baadaa to,/kuludʒolu be baːdaː to/,k-o-ohl-o-ohj-ohl-o-oh b-eh b-ah-ahd-ah-ah t-oh,The boats are at the beach.,PC,Gambia
84,B,baadaala,n,#ERROR!,b-ah-ahd-ah-ahl-ah,,river bank.,river bank,#N/A,/#n/a/,#n/-ah,river bank.,PC,Gambia
85,B,baadabandino,n,/baːdabandino/,b-ah-ahd-ahb-ahnd-ehhn-oh,,kind of fish. Baadabandino manke nee baa ti. Baadabandino is nota big fish.,kind of fish,Baadabandino manke nee baa ti,/baːdabandino maŋke neː baː ti/,b-ah-ahd-ahb-ahnd-ehhn-oh m-ahnk-eh n-eh-eh b-ah-ah t-ehh,Baadabandino is nota big fish.,PC,Gambia
86,B,baadaboo,n,/baːdaboː/,b-ah-ahd-ahb-oh-oh,,"kind of fish. A ye baadaboo muta. He caughta ""baadaboo"".",kind of fish,A ye baadaboo muta,/a je baːdaboː muta/,ah y-eh b-ah-ahd-ahb-oh-oh m-o-oht-ah,"He caughta ""baadaboo"".",PC,Gambia
87,B,baadandano,n,/baːdandano/,b-ah-ahd-ahnd-ahn-oh,,"coast, seaside. Baadandano be sumuyaarin. The coast is cold.","coast, seaside",Baadandano be sumuyaarin,/baːdandano be sumujaːrin/,b-ah-ahd-ahnd-ahn-oh b-eh s-o-ohm-o-ohy-ah-ahr-ehhn,The coast is cold.,PC,Gambia
88,B,baadankatoo,n,/baːdaŋkatoː/,b-ah-ahd-ahnk-aht-oh-oh,,"cursed person, someone cursed by his/her mother. -3-","cursed person, someone cursed by his/her mother",#N/A,/#n/a/,#n/-ah,"cursed person, someone cursed by his/her mother. -3-",PC,Gambia
89,B,baadannoo,n,/baːdannoː/,b-ah-ahd-ahnn-oh-oh,,"seahunter, fisherman. Baakari mu baadannoo le ti. Baakari is a fisherman.","seahunter, fisherman",Baakari mu baadannoo le ti,/baːkari mu baːdannoː le ti/,b-ah-ahk-ahr-ehh m-o-oh b-ah-ahd-ahnn-oh-oh l-eh t-ehh,Baakari is a fisherman.,PC,Gambia
90,B,baadee,n,/baːdeː/,b-ah-ahd-eh-eh,,"burial, grave. Baadee man ke foloo. The burial hasn't taken place yet.","burial, grave",Baadee man ke foloo,/baːdeː man ke foloː/,b-ah-ahd-eh-eh m-ahn k-eh f-ohl-oh-oh,The burial hasn't taken place yet.,PC,Gambia
91,B,baadee,v,/baːdeː/,b-ah-ahd-eh-eh,,to bury. Ali man furee baadee foloo. You haven't buried yet the corpse.,to bury,Ali man furee baadee foloo,/ali man fureː baːdeː foloː/,ahl-ehh m-ahn f-o-ohr-eh-eh b-ah-ahd-eh-eh f-ohl-oh-oh,You haven't buried yet the corpse.,PC,Gambia
92,B,baadeedulaa,n,/baːdeːdulaː/,b-ah-ahd-eh-ehd-o-ohl-ah-ah,,burial. Moolu taata baadee dulaa le. The people have gone to the burial ground.,burial,Moolu taata baadee dulaa le,/moːlu taːta baːdeː dulaː le/,m-oh-ohl-o-oh t-ah-aht-ah b-ah-ahd-eh-eh d-o-ohl-ah-ah l-eh,The people have gone to the burial ground.,PC,Gambia
93,B,baadeekoo,n,/baːdeːkoː/,b-ah-ahd-eh-ehk-oh-oh,,cemetry. Banjul baadeekoo warata le. Banjul cemetry is big.,cemetry,Banjul baadeekoo warata le,/bandʒul baːdeːkoː warata le/,b-ahnj-o-ohl b-ah-ahd-eh-ehk-oh-oh w-ahr-aht-ah l-eh,Banjul cemetry is big.,PC,Gambia
94,B,baadeemoo,vn,/baːdeːmoː/,b-ah-ahd-eh-ehm-oh-oh,,"seahunting, fishing. Baadeemoo le mu ala mecoo ti. Fishing is his occupation.","seahunting, fishing",Baadeemoo le mu ala mecoo ti,/baːdeːmoː le mu ala metʃoː ti/,b-ah-ahd-eh-ehm-oh-oh l-eh m-o-oh -ahl-ah m-ehch-oh-oh t-ehh,Fishing is his occupation.,PC,Gambia
95,B,baadendeno,n,/baːdendeno/,b-ah-ahd-ehnd-ehn-oh,,"coast, seaside. Bakau be baadendeno le la. Bakauis on the coast.","coast, seaside",Bakau be baadendeno le la,/bakau be baːdendeno le la/,b-ahk-ah-o-oh b-eh b-ah-ahd-ehnd-ehn-oh l-eh l-ah,Bakauis on the coast.,PC,Gambia
96,B,baadewo,n,/baːdewo/,b-ah-ahd-ehw-oh,,"burial, grave. Baadewo be ke la saama le. The burial will take place tomorrow.","burial, grave",Baadewo be ke la saama le,/baːdewo be ke la saːma le/,b-ah-ahd-ehw-oh b-eh k-eh l-ah s-ah-ahm-ah l-eh,The burial will take place tomorrow.,PC,Gambia
97,B,baadimmaalu,n,/baːdimmaːlu/,b-ah-ahd-ehhmm-ah-ahl-o-oh,,"kins, relatives. Ali mu baadimmaalu le ti. You are kins.","kins, relatives",Ali mu baadimmaalu le ti,/ali mu baːdimmaːlu le ti/,ahl-ehh m-o-oh b-ah-ahd-ehhmm-ah-ahl-o-oh l-eh t-ehh,You are kins.,PC,Gambia
98,B,baadinfaasaa,n,/baːdinfaːsaː/,b-ah-ahd-ehhnf-ah-ahs-ah-ah,,nepotism. Baadinfaasaa le ka taama jan. Nepotism is what goes on here.,nepotism,Baadinfaasaa le ka taama jan,/baːdinfaːsaː le ka taːma dʒan/,b-ah-ahd-ehhnf-ah-ahs-ah-ah l-eh k-ah t-ah-ahm-ah j-ahn,Nepotism is what goes on here.,PC,Gambia
99,B,baadinjawoo,n,/baːdindʒawoː/,b-ah-ahd-ehhnj-ahw-oh-oh,,bad relative. Baadinjawoo man beteyaa. A bad relative is not good.,bad relative,Baadinjawoo man beteyaa,/baːdindʒawoː man betejaː/,b-ah-ahd-ehhnj-ahw-oh-oh m-ahn b-eht-ehy-ah-ah,A bad relative is not good.,PC,Gambia
100,B,baadinjawuyaa,n,/baːdindʒawujaː/,b-ah-ahd-ehhnj-ahw-o-ohy-ah-ah,,"hatred, hatred among family members. Baadinjawuyaa man beteyaa wuluwo kono. Hatred is not good in the family.","hatred, hatred among family members",Baadinjawuyaa man beteyaa wuluwo kono,/baːdindʒawujaː man betejaː wuluwo kono/,b-ah-ahd-ehhnj-ahw-o-ohy-ah-ah m-ahn b-eht-ehy-ah-ah w-o-ohl-o-ohw-oh k-ohn-oh,Hatred is not good in the family.,PC,Gambia
101,B,baadin,n,/baːdin/,b-ah-ahd-ehhn,,kin.,kin,#N/A,/#n/a/,#n/-ah,kin.,PC,Gambia
102,B,baadino,n,/baːdino/,b-ah-ahd-ehhn-oh,,"kin, mother's child. Faatu mu a baadino le ti. Faatvis his relative.","kin, mother's child",Faatu mu a baadino le ti,/faːtu mu a baːdino le ti/,f-ah-aht-o-oh m-o-oh -ah b-ah-ahd-ehhn-oh l-eh t-ehh,Faatvis his relative.,PC,Gambia
103,B,baadinyaa,n,/baːdiɲaː/,b-ah-ahd-ehhny-ah-ah,,kinship. Baadinyaa beteyaata baake. Kinship is very good.,kinship,Baadinyaa beteyaata baake,/baːdiɲaː betejaːta baːke/,b-ah-ahd-ehhny-ah-ah b-eht-ehy-ah-aht-ah b-ah-ahk-eh,Kinship is very good.,PC,Gambia
104,B,baafaa,n,/baːfaː/,b-ah-ahf-ah-ah,,high tide. Sambi baafaa be ke la. There'll soon be high tide.,high tide,Sambi baafaa be ke la,/sambi baːfaː be ke la/,s-ahmb-ehh b-ah-ahf-ah-ah b-eh k-eh l-ah,There'll soon be high tide.,PC,Gambia
105,B,baafatoo,n,/baːfatoː/,b-ah-ahf-aht-oh-oh,,river junction. Kuluno be baafatoo le tembe fee. The boat is around the river junction.,river junction,Kuluno be baafatoo le tembe fee,/kuluno be baːfatoː le tembe feː/,k-o-ohl-o-ohn-oh b-eh b-ah-ahf-aht-oh-oh l-eh t-ehmb-eh f-eh-eh,The boat is around the river junction.,PC,Gambia
106,B,baajaa,n,/baːdʒaː/,b-ah-ahj-ah-ah,,low tide. Baajaa man sii foloo. It's not yet low tide.,low tide,Baajaa man sii foloo,/baːdʒaː man siː foloː/,b-ah-ahj-ah-ah m-ahn s-ehh-ehh f-ohl-oh-oh,It's not yet low tide.,PC,Gambia
107,B,baajenjeno,n,/baːdʒendʒeno/,b-ah-ahj-ehnj-ehn-oh,,"seaside, side of river. Taa baajenjeno la fo waafoo to. Go by the river side up to the wharf.","seaside, side of river",Taa baajenjeno la fo waafoo to,/taː baːdʒendʒeno la fo waːfoː to/,t-ah-ah b-ah-ahj-ehnj-ehn-oh l-ah f-oh w-ah-ahf-oh-oh t-oh,Go by the river side up to the wharf.,PC,Gambia
108,B,Baaji,n,/baːdʒi/,b-ah-ahj-ehh,,"surname. Baaji le mua kontono ti. ""Baaji"" is his surname.",surname,Baaji le mua kontono ti,/baːdʒi le mua kontono ti/,b-ah-ahj-ehh l-eh m-o-oh-ah k-ohnt-ohn-oh t-ehh,"""Baaji"" is his surname.",PC,Gambia
109,B,baajiyo,n,/baːdʒijo/,b-ah-ahj-ehhy-oh,,sea water. Nin baajiyo man koo soto. This seawater is not salty.,sea water,Nin baajiyo man koo soto,/nin baːdʒijo man koː soto/,n-ehhn b-ah-ahj-ehhy-oh m-ahn k-oh-oh s-oht-oh,This seawater is not salty.,PC,Gambia
110,B,Baajo,n,/baːdʒo/,b-ah-ahj-oh,,surname. Faatu Baajo bota Buyaam le. Faatu Baajo is from Bugaam.,surname,Faatu Baajo bota Buyaam le,/faːtu baːdʒo bota bujaːm le/,f-ah-aht-o-oh b-ah-ahj-oh b-oht-ah b-o-ohy-ah-ahm l-eh,Faatu Baajo is from Bugaam.,PC,Gambia
111,B,baajoo,n,/baːdʒoː/,b-ah-ahj-oh-oh,,badge. Poliisoo la baajoo fliifiaata baake. The policeman'’s badge is very beautifidl.,badge,Poliisoo la baajoo fliifiaata baake,/poliːsoː la baːdʒoː fliːfiaːta baːke/,p-ohl-ehh-ehhs-oh-oh l-ah b-ah-ahj-oh-oh fl-ehh-ehhf-ehh-ah-aht-ah b-ah-ahk-eh,The policeman'’s badge is very beautifidl.,PC,Gambia
112,B,baakaaroo,n,/baːkaːroː/,b-ah-ahk-ah-ahr-oh-oh,,"trouble, disaster. N be baakaaroo boy la i kan ne. J give you trouble.","trouble, disaster",N be baakaaroo boy la i kan ne,/n be baːkaːroː boj la i kan ne/,n b-eh b-ah-ahk-ah-ahr-oh-oh b-ohy l-ah -ehh k-ahn n-eh,J give you trouble.,PC,Gambia
113,B,baakarankoo,n,/baːkaraŋkoː/,b-ah-ahk-ahr-ahnk-oh-oh,,"nettle, weed. Baakarankoo man falin jan finan. Nettle did grow here this year.","nettle, weed",Baakarankoo man falin jan finan,/baːkaraŋkoː man falin dʒan finan/,b-ah-ahk-ahr-ahnk-oh-oh m-ahn f-ahl-ehhn j-ahn f-ehhn-ahn,Nettle did grow here this year.,PC,Gambia
114,B,baake,adv,/baːke/,b-ah-ahk-eh,,"very well, very. A diyaata baake le. It’s very sweet.","very well, very",A diyaata baake le,/a dijaːta baːke le/,ah d-ehhy-ah-aht-ah b-ah-ahk-eh l-eh,It’s very sweet.,PC,Gambia
115,B,baakonosaa,n,/baːkonosaː/,b-ah-ahk-ohn-ohs-ah-ah,,"eel, sea snake. Baakonosaa mu fiee jano le ti. An eelis along fish.","eel, sea snake",Baakonosaa mu fiee jano le ti,/baːkonosaː mu fieː dʒano le ti/,b-ah-ahk-ohn-ohs-ah-ah m-o-oh f-ehh-eh-eh j-ahn-oh l-eh t-ehh,An eelis along fish.,PC,Gambia
116,B,baakonosaasaa,n,/baːkonosaːsaː/,b-ah-ahk-ohn-ohs-ah-ahs-ah-ah,,sea sickness. Baakonosaasaa le ye a muta. He caught seasickness.,sea sickness,Baakonosaasaa le ye a muta,/baːkonosaːsaː le je a muta/,b-ah-ahk-ohn-ohs-ah-ahs-ah-ah l-eh y-eh -ah m-o-oht-ah,He caught seasickness.,PC,Gambia
117,B,baakoo,n,/baːkoː/,b-ah-ahk-oh-oh,,"bag, other side of a river. Kerewan be baakoo le. Kerewanis on the other side of the river.","bag, other side of a river",Kerewan be baakoo le,/kerewan be baːkoː le/,k-ehr-ehw-ahn b-eh b-ah-ahk-oh-oh l-eh,Kerewanis on the other side of the river.,PC,Gambia
118,B,baakotonfefioo,n,/baːkotonfefioː/,b-ah-ahk-oht-ohnf-ehf-ehh-oh-oh,,"billy goat's tail, useless person. Peter mu baakotonfeiioo le ti. Peter isa useless person.","billy goat's tail, useless person",Peter mu baakotonfeiioo le ti,/peter mu baːkotonfeiːoː le ti/,p-eht-ehr m-o-oh b-ah-ahk-oht-ohnf-eh-ehh-ehh-oh-oh l-eh t-ehh,Peter isa useless person.,PC,Gambia
119,B,baakotono,n,/baːkotono/,b-ah-ahk-oht-ohn-oh,,billy goat. A be ala baakotono waafi kan. He's selling his billy goat.,billy goat,A be ala baakotono waafi kan,/a be ala baːkotono waːfi kan/,ah b-eh -ahl-ah b-ah-ahk-oht-ohn-oh w-ah-ahf-ehh k-ahn,He's selling his billy goat.,PC,Gambia
120,B,baalaa,n,/baːlaː/,b-ah-ahl-ah-ah,,maternal. Nna wuluwo be baalaa le. Ou relationship is maternal.,maternal,Nna wuluwo be baalaa le,/nna wuluwo be baːlaː le/,nn-ah w-o-ohl-o-ohw-oh b-eh b-ah-ahl-ah-ah l-eh,Ou relationship is maternal.,PC,Gambia
121,B,baaloo,n,/baːloː/,b-ah-ahl-oh-oh,,disco arena. Saliluno fi taata baaloo to. Onpraydaywe went to the disco.,disco arena,Saliluno fi taata baaloo to,/saliluno fi taːta baːloː to/,s-ahl-ehhl-o-ohn-oh f-ehh t-ah-aht-ah b-ah-ahl-oh-oh t-oh,Onpraydaywe went to the disco.,PC,Gambia
122,B,baamaa,n,/baːmaː/,b-ah-ahm-ah-ah,,mother. Ali baamaa too mu Tombon ne ti. Your mother's name is Tomboy.,mother,Ali baamaa too mu Tombon ne ti,/ali baːmaː toː mu tombon ne ti/,ahl-ehh b-ah-ahm-ah-ah t-oh-oh m-o-oh t-ohmb-ohn n-eh t-ehh,Your mother's name is Tomboy.,PC,Gambia
123,B,baamoo,n,/baːmoː/,b-ah-ahm-oh-oh,,fishing. Keebaa taata baamoo la. Keebaa has gone for Jishing.,fishing,Keebaa taata baamoo la,/keːbaː taːta baːmoː la/,k-eh-ehb-ah-ah t-ah-aht-ah b-ah-ahm-oh-oh l-ah,Keebaa has gone for Jishing.,PC,Gambia
124,B,baamoolaa,n,/baːmoːlaː/,b-ah-ahm-oh-ohl-ah-ah,,fisherman. Keebaa mu baamoolaa le ti. Keebaa isa Jisherman.,fisherman,Keebaa mu baamoolaa le ti,/keːbaː mu baːmoːlaː le ti/,k-eh-ehb-ah-ah m-o-oh b-ah-ahm-oh-ohl-ah-ah l-eh t-ehh,Keebaa isa Jisherman.,PC,Gambia
125,B,baanabaanoo,n,/baːnabaːnoː/,b-ah-ahn-ahb-ah-ahn-oh-oh,,hawker. Baanabaanoo be bayi waafoo la. The hawker is selling cloth.,hawker,Baanabaanoo be bayi waafoo la,/baːnabaːnoː be baji waːfoː la/,b-ah-ahn-ahb-ah-ahn-oh-oh b-eh b-ahy-ehh w-ah-ahf-oh-oh l-ah,The hawker is selling cloth.,PC,Gambia
126,B,baanoo,n,/baːnoː/,b-ah-ahn-oh-oh,,"acacia nilotica. Baanoo mu booroo le ti. ""Baanoo"" is medicine.",acacia nilotica,Baanoo mu booroo le ti,/baːnoː mu boːroː le ti/,b-ah-ahn-oh-oh m-o-oh b-oh-ohr-oh-oh l-eh t-ehh,"""Baanoo"" is medicine.",PC,Gambia
127,B,baanaalinaaloo,n,/baːnaːlinaːloː/,b-ah-ahn-ah-ahl-ehhn-ah-ahl-oh-oh,,"fish, kind of man. baanaalinaaloo muta bii. He haven't caught ""baanaalinaaloo"" today.","fish, kind of man",baanaalinaaloo muta bii,/baːnaːlinaːloː muta biː/,b-ah-ahn-ah-ahl-ehhn-ah-ahl-oh-oh m-o-oht-ah b-ehh-ehh,"He haven't caught ""baanaalinaaloo"" today.",PC,Gambia
128,B,baara,v,/baːra/,b-ah-ahr-ah,,"to work, work with leather, till soil. Faraboo be nna safoo baara la saama. The cobler will cover my amulet tomorrow.","to work, work with leather, till soil",Faraboo be nna safoo baara la saama,/faraboː be nna safoː baːra la saːma/,f-ahr-ahb-oh-oh b-eh nn-ah s-ahf-oh-oh b-ah-ahr-ah l-ah s-ah-ahm-ah,The cobler will cover my amulet tomorrow.,PC,Gambia
129,B,baaraa,n,/baːraː/,b-ah-ahr-ah-ah,,elephant grass. Baaraa siyaata nna kunkoo to le. Thereisa lot of elephant grass on my farm.,elephant grass,Baaraa siyaata nna kunkoo to le,/baːraː sijaːta nna kuŋkoː to le/,b-ah-ahr-ah-ah s-ehhy-ah-aht-ah nn-ah k-o-ohnk-oh-oh t-oh l-eh,Thereisa lot of elephant grass on my farm.,PC,Gambia
130,B,baaralaa,n,/baːralaː/,b-ah-ahr-ahl-ah-ah,,"worker, tiller. Baaralaa bataata le. The worker is tired.","worker, tiller",Baaralaa bataata le,/baːralaː bataːta le/,b-ah-ahr-ahl-ah-ah b-aht-ah-aht-ah l-eh,The worker is tired.,PC,Gambia
131,B,baaralano,n,/baːralano/,b-ah-ahr-ahl-ahn-oh,,"tool, tilling hoe. Nna baaralano dii n na. Giveme my hoe.","tool, tilling hoe",Nna baaralano dii n na,/nna baːralano diː n na/,nn-ah b-ah-ahr-ahl-ahn-oh d-ehh-ehh n n-ah,Giveme my hoe.,PC,Gambia
132,B,baaramaanoo,n,/baːramaːnoː/,b-ah-ahr-ahm-ah-ahn-oh-oh,,rice grown locally. Baaramaanoo man soto saayin. Locally grown rice is not available now.,rice grown locally,Baaramaanoo man soto saayin,/baːramaːnoː man soto saːjin/,b-ah-ahr-ahm-ah-ahn-oh-oh m-ahn s-oht-oh s-ah-ahy-ehhn,Locally grown rice is not available now.,PC,Gambia
133,B,baarawuloo,n,/baːrawuloː/,b-ah-ahr-ahw-o-ohl-oh-oh,,traditional Mandinka dance. Saatee moolu be baara wuloo la. The village people are on traditional dancing.,traditional Mandinka dance,Saatee moolu be baara wuloo la,/saːteː moːlu be baːra wuloː la/,s-ah-aht-eh-eh m-oh-ohl-o-oh b-eh b-ah-ahr-ah w-o-ohl-oh-oh l-ah,The village people are on traditional dancing.,PC,Gambia
134,B,baarimmusoo,n,/baːrimmusoː/,b-ah-ahr-ehhmm-o-ohs-oh-oh,,sister. Alimatu mu n baarimmusoo le ti. Alimatu is my sister.,sister,Alimatu mu n baarimmusoo le ti,/alimatu mu n baːrimmusoː le ti/,ahl-ehhm-aht-o-oh m-o-oh n b-ah-ahr-ehhmm-o-ohs-oh-oh l-eh t-ehh,Alimatu is my sister.,PC,Gambia
135,B,baarinkewo,n,/baːriŋkewo/,b-ah-ahr-ehhnk-ehw-oh,,brother. N baarinkewo te jan. My brother is not here.,brother,N baarinkewo te jan,/n baːriŋkewo te dʒan/,n b-ah-ahr-ehhnk-ehw-oh t-eh j-ahn,My brother is not here.,PC,Gambia
136,B,baarino,n,/baːrino/,b-ah-ahr-ehhn-oh,,young goat. Baarino dunta naakoo kono. The young goat entered the garden.,young goat,Baarino dunta naakoo kono,/baːrino dunta naːkoː kono/,b-ah-ahr-ehhn-oh d-o-ohnt-ah n-ah-ahk-oh-oh k-ohn-oh,The young goat entered the garden.,PC,Gambia
137,B,baaroo,n,/baːroː/,b-ah-ahr-oh-oh,,"work, steering wheel, leather work, soil tilling. Faraboo be baaroo la. The cobler is working.","work, steering wheel, leather work, soil tilling",Faraboo be baaroo la,/faraboː be baːroː la/,f-ahr-ahb-oh-oh b-eh b-ah-ahr-oh-oh l-ah,The cobler is working.,PC,Gambia
138,B,baaseenoo,n,/baːseːnoː/,b-ah-ahs-eh-ehn-oh-oh,,castrated goat. Woo mu baaseenoo le ti. Thatsa castrated goat.,castrated goat,Woo mu baaseenoo le ti,/woː mu baːseːnoː le ti/,w-oh-oh m-o-oh b-ah-ahs-eh-ehn-oh-oh l-eh t-ehh,Thatsa castrated goat.,PC,Gambia
139,B,baasiinaa,n,/baːsiːnaː/,b-ah-ahs-ehh-ehhn-ah-ah,,co-wife of mother. A baasiinaa be koobaa kono. His mother's co-wife is in the kitchen.,co-wife of mother,A baasiinaa be koobaa kono,/a baːsiːnaː be koːbaː kono/,ah b-ah-ahs-ehh-ehhn-ah-ah b-eh k-oh-ohb-ah-ah k-ohn-oh,His mother's co-wife is in the kitchen.,PC,Gambia
140,B,baataradino,n,/baːtaradino/,b-ah-aht-ahr-ahd-ehhn-oh,,"bastard, illigitimate child. A man maloo soto, baataradino le mu. He hasno shame, he's a bastard.","bastard, illigitimate child","A man maloo soto, baataradino le mu","/a man maloː soto, baːtaradino le mu/","ah m-ahn m-ahl-oh-oh s-oht-oh, b-ah-aht-ahr-ahd-ehhn-oh l-eh m-o-oh","He hasno shame, he's a bastard.",PC,Gambia
141,B,baatarayaa,n,/baːtarajaː/,b-ah-aht-ahr-ahy-ah-ah,,"foolishness, fornication. Baatarayaa te ke la jan. No foolishness will happen here.","foolishness, fornication",Baatarayaa te ke la jan,/baːtarajaː te ke la dʒan/,b-ah-aht-ahr-ahy-ah-ah t-eh k-eh l-ah j-ahn,No foolishness will happen here.,PC,Gambia
142,B,baataroo,n,/baːtaroː/,b-ah-aht-ahr-oh-oh,,"foolishness, fornication. Baataroo mu malubaliyaa le ti. Fornication is shamelessness.","foolishness, fornication",Baataroo mu malubaliyaa le ti,/baːtaroː mu malubalijaː le ti/,b-ah-aht-ahr-oh-oh m-o-oh m-ahl-o-ohb-ahl-ehhy-ah-ah l-eh t-ehh,Fornication is shamelessness.,PC,Gambia
143,B,baatinoo,n,/baːtinoː/,b-ah-aht-ehhn-oh-oh,,baton. Baatinoo be bootoo kono. The baton is in the bag.,baton,Baatinoo be bootoo kono,/baːtinoː be boːtoː kono/,b-ah-aht-ehhn-oh-oh b-eh b-oh-oht-oh-oh k-ohn-oh,The baton is in the bag.,PC,Gambia
144,B,baatintoo,n,/baːtintoː/,b-ah-aht-ehhnt-oh-oh,,"river bank, sea shore. A be baatintoo la. He's on the river bank.","river bank, sea shore",A be baatintoo la,/a be baːtintoː la/,ah b-eh b-ah-aht-ehhnt-oh-oh l-ah,He's on the river bank.,PC,Gambia
145,B,baatiriyo,n,/baːtirijo/,b-ah-aht-ehhr-ehhy-oh,,battery. Baatiriyo ke rajoo kono. Put the battery in the radio.,battery,Baatiriyo ke rajoo kono,/baːtirijo ke radʒoː kono/,b-ah-aht-ehhr-ehhy-oh k-eh r-ahj-oh-oh k-ohn-oh,Put the battery in the radio.,PC,Gambia
146,B,baatiyono,n,/baːtijono/,b-ah-aht-ehhy-ohn-oh,,"wild plant. Baatiyono ka kono dimoo jaara le. ""Baatiyoyo"" heals stomach ache.",wild plant,Baatiyono ka kono dimoo jaara le,/baːtijono ka kono dimoː dʒaːra le/,b-ah-aht-ehhy-ohn-oh k-ah k-ohn-oh d-ehhm-oh-oh j-ah-ahr-ah l-eh,"""Baatiyoyo"" heals stomach ache.",PC,Gambia
147,B,baatokonkoo,n,/baːtokoŋkoː/,b-ah-aht-ohk-ohnk-oh-oh,,cliff. Woo baatokonkoo janayaata le. That cliff is high.,cliff,Woo baatokonkoo janayaata le,/woː baːtokoŋkoː dʒanajaːta le/,w-oh-oh b-ah-aht-ohk-ohnk-oh-oh j-ahn-ahy-ah-aht-ah l-eh,That cliff is high.,PC,Gambia
148,B,baato-kunundino,n,/baːto-kunundino/,b-ah-aht-oh-k-o-ohn-o-ohnd-ehhn-oh,,shore bird. Baato-kunundino manke kunu baa ti. Shore bird is not a big bird.,shore bird,Baato-kunundino manke kunu baa ti,/baːto-kunundino maŋke kunu baː ti/,b-ah-aht-oh-k-o-ohn-o-ohnd-ehhn-oh m-ahnk-eh k-o-ohn-o-oh b-ah-ah t-ehh,Shore bird is not a big bird.,PC,Gambia
149,B,baatonaanaa,n,/baːtonaːnaː/,b-ah-aht-ohn-ah-ahn-ah-ah,,lilly trotter. Baatonaanaa man siyaa jan. Lilly trotters are not many here.,lilly trotter,Baatonaanaa man siyaa jan,/baːtonaːnaː man sijaː dʒan/,b-ah-aht-ohn-ah-ahn-ah-ah m-ahn s-ehhy-ah-ah j-ahn,Lilly trotters are not many here.,PC,Gambia
150,B,baatotoo,n,/baːtotoː/,b-ah-aht-oht-oh-oh,,"frog fish, (this is a direct translation from mandinka). Baatotoo nin totoo le ka mulun. Frog fish looks like a frog.","frog fish, (this is a direct translation from mandinka)",Baatotoo nin totoo le ka mulun,/baːtotoː nin totoː le ka mulun/,b-ah-aht-oht-oh-oh n-ehhn t-oht-oh-oh l-eh k-ah m-o-ohl-o-ohn,Frog fish looks like a frog.,PC,Gambia
151,B,baawoo,conj,/baːwoː/,b-ah-ahw-oh-oh,,"hence, since. Bukoo dinna baawoo i man lafia la. Give me the book hence you don't like it.","hence, since",Bukoo dinna baawoo i man lafia la,/bukoː dinna baːwoː i man lafia la/,b-o-ohk-oh-oh d-ehhnn-ah b-ah-ahw-oh-oh -ehh m-ahn l-ahf-ehh-ah l-ah,Give me the book hence you don't like it.,PC,Gambia
152,B,baay,n,/baːj/,b-ah-ahy,,withdraw.,withdraw,#N/A,/#n/a/,#n/-ah,withdraw.,PC,Gambia
153,B,baay,v,/baːj/,b-ah-ahy,,to cancel. N be nna siloo baay la le. JU cancel my trip.,to cancel,N be nna siloo baay la le,/n be nna siloː baːj la le/,n b-eh nn-ah s-ehhl-oh-oh b-ah-ahy l-ah l-eh,JU cancel my trip.,PC,Gambia
154,B,baayano,n,/baːjano/,b-ah-ahy-ahn-oh,,tongs pair. Numoo ye nee kandoo muta baayano la. The smith held the hot metal with tongs.,tongs pair,Numoo ye nee kandoo muta baayano la,/numoː je neː kandoː muta baːjano la/,n-o-ohm-oh-oh y-eh n-eh-eh k-ahnd-oh-oh m-o-oht-ah b-ah-ahy-ahn-oh l-ah,The smith held the hot metal with tongs.,PC,Gambia
